Orthogroup	PbergheiANKA	Pfalciparum3D7
OG0002269	PBANKA_0930500	PF3D7_1117500
OG0002270	PBANKA_0808420	PF3D7_0906910
OG0002271	PBANKA_1209700	PF3D7_1011300
OG0002272	PBANKA_1417100	PF3D7_1318600
OG0002273	PBANKA_1448400	PF3D7_1233800
OG0002274	PBANKA_0937000	PF3D7_1110600
OG0002275	PBANKA_1331600	PF3D7_1468300
OG0002276	PBANKA_1340300	PF3D7_1325100
OG0002277	PBANKA_0112500	PF3D7_0614300
OG0002278	PBANKA_1433800	PF3D7_1218200
OG0002279	PBANKA_1364600	PF3D7_1351900
OG0002280	PBANKA_1320500	PF3D7_1456800
OG0002281	PBANKA_0505000	PF3D7_1020800
OG0002282	PBANKA_0612800	PF3D7_0411400
OG0002283	PBANKA_0834000	PF3D7_0933200
OG0002284	PBANKA_0507000	PF3D7_1022800
OG0002286	PBANKA_0928200	PF3D7_1120000
OG0002287	PBANKA_0407600	PF3D7_0309500
OG0002288	PBANKA_0834800	PF3D7_0934000
OG0002289	PBANKA_1228500	PF3D7_0801700
OG0002290	PBANKA_1435600	PF3D7_1220400
OG0002291	PBANKA_0410800	PF3D7_0313100
OG0002293	PBANKA_0513600	PF3D7_1029600
OG0002294	PBANKA_1357000	PF3D7_1344000
OG0002295	PBANKA_0504700	PF3D7_1020500
OG0002302	PBANKA_1434400	PF3D7_1218800
OG0002310	PBANKA_0827800	PF3D7_0927000
OG0002311	PBANKA_1136000	PF3D7_1359800
OG0002312	PBANKA_0902200	PF3D7_1146900
OG0002313	PBANKA_1339600	PF3D7_1324400
OG0002314	PBANKA_0805600	PF3D7_0708300
OG0002316	PBANKA_0803500	PF3D7_0705900
OG0002317	PBANKA_0110200	PF3D7_0611900
OG0002318	PBANKA_0618700	PF3D7_0721200
OG0002319	PBANKA_1347100	PF3D7_1332300
OG0002320	PBANKA_0909100	PF3D7_1139900
OG0002321	PBANKA_0928900	PF3D7_1119200
OG0002322	PBANKA_0831300	PF3D7_0930600
OG0002324	PBANKA_0939400	PF3D7_1107500
OG0002325	PBANKA_1424700	PF3D7_0812800
OG0002326	PBANKA_0203750	PF3D7_0109850
OG0002328	PBANKA_1205600	PF3D7_1007400
OG0002329	PBANKA_0709000	PF3D7_0821800
OG0002331	PBANKA_0827900	PF3D7_0927100
OG0002332	PBANKA_1007100	PF3D7_0409500
OG0002333	PBANKA_1230300	PF3D7_0615600
OG0002335	PBANKA_1403900	PF3D7_1305400
OG0002336	PBANKA_0606800	PF3D7_1208300
OG0002337	PBANKA_1313700	PF3D7_1450000
OG0002338	PBANKA_1428800	PF3D7_1212800
OG0002339	PBANKA_0301600	PF3D7_0203800
OG0002340	PBANKA_1323200	PF3D7_1459600
OG0002341	PBANKA_0932300	PF3D7_1115500
OG0002342	PBANKA_1427000	PF3D7_0810500
OG0002343	PBANKA_1309300	PF3D7_1445500
OG0002344	PBANKA_1356500	PF3D7_1343500
OG0002345	PBANKA_1219400	PF3D7_0708900
OG0002346	PBANKA_0715700	PF3D7_0413700
OG0002347	PBANKA_1459200	PF3D7_1246100
OG0002349	PBANKA_1230000	PF3D7_0615300
OG0002350	PBANKA_0828800	PF3D7_0928000
OG0002351	PBANKA_1138100	PF3D7_1362100
OG0002352	PBANKA_1027600	PF3D7_1415100
OG0002353	PBANKA_1242900	PF3D7_0528300
OG0002354	PBANKA_0905200	PF3D7_1143800
OG0002355	PBANKA_1034900	PF3D7_1407300
OG0002356	PBANKA_1448600	PF3D7_1234000
OG0002357	PBANKA_1211400	PF3D7_1013000
OG0002358	PBANKA_0618100	PF3D7_0720600
OG0002359	PBANKA_1116100	PF3D7_0616600
OG0002360	PBANKA_1004400	PF3D7_0406800
OG0002361	PBANKA_1223700	PF3D7_0806900
OG0002362	PBANKA_0714900	PF3D7_0815900
OG0002363	PBANKA_0103900	PF3D7_0605100
OG0002364	PBANKA_0111800	PF3D7_0613500
OG0002365	PBANKA_1320300	PF3D7_1456600
OG0002366	PBANKA_1202000	PF3D7_1003600
OG0002367	PBANKA_1125700	PF3D7_0626900
OG0002368	PBANKA_1213400	PF3D7_1015000
OG0002369	PBANKA_0502800	PF3D7_1018600
OG0002370	PBANKA_1310600	PF3D7_1446800
OG0002371	PBANKA_1236000	PF3D7_0521400
OG0002372	PBANKA_0301700	PF3D7_0203900
OG0002373	PBANKA_1425500	PF3D7_0812000
OG0002374	PBANKA_0902600	PF3D7_1146500
OG0002375	PBANKA_1352400	PF3D7_1338700
OG0002376	PBANKA_1032800	PF3D7_1409700
OG0002377	PBANKA_0617500	PF3D7_0720000
OG0002378	PBANKA_0915100	PF3D7_1133300
OG0002379	PBANKA_0521800	PF3D7_0420400
OG0002380	PBANKA_1235900	PF3D7_0521300
OG0002381	PBANKA_1010000	PF3D7_1434800
OG0002382	PBANKA_0922400	PF3D7_1125900
OG0002383	PBANKA_1423700	PF3D7_0813800
OG0002384	PBANKA_0406900	PF3D7_0308700
OG0002385	PBANKA_1208400	PF3D7_1010000
OG0002386	PBANKA_0707000	PF3D7_0823600
OG0002387	PBANKA_0711200	PF3D7_0819600
OG0002388	PBANKA_1433000	PF3D7_1217400
OG0002389	PBANKA_1122200	PF3D7_0623300
OG0002390	PBANKA_0904400	PF3D7_1144600
OG0002391	PBANKA_0304300	PF3D7_0206700
OG0002392	PBANKA_0208700	PF3D7_0104400
OG0002393	PBANKA_1417200	PF3D7_1318700
OG0002394	PBANKA_0826600	PF3D7_0925800
OG0002395	PBANKA_0603700	PF3D7_1205000
OG0002396	PBANKA_1463400	PF3D7_1250500
OG0002397	PBANKA_0524000	PF3D7_0423600
OG0002398	PBANKA_1008900	PF3D7_1435900
OG0002399	PBANKA_1008100	PF3D7_0410700
OG0002400	PBANKA_1300500	PF3D7_1475700
OG0002401	PBANKA_0402200	PF3D7_0303600
OG0002402	PBANKA_0609100	PF3D7_1210600
OG0002403	PBANKA_0308200	PF3D7_0211400
OG0002404	PBANKA_0603800	PF3D7_1205100
OG0002405	PBANKA_1416700	PF3D7_1318200
OG0002406	PBANKA_0824600	PF3D7_0923700
OG0002407	PBANKA_0931100	PF3D7_1116900
OG0002408	PBANKA_0606000	PF3D7_1207500
OG0002409	PBANKA_1113100	PF3D7_0513400
OG0002410	PBANKA_1428200	PF3D7_1212200
OG0002411	PBANKA_1239400	PF3D7_0524600
OG0002412	PBANKA_1303600	PF3D7_1439700
OG0002413	PBANKA_0912300	PF3D7_1136300
OG0002415	PBANKA_0918700	PF3D7_1129500
OG0002416	PBANKA_0911600	PF3D7_1137100
OG0002417	PBANKA_1245400	PF3D7_0531000
OG0002418	PBANKA_1323000	PF3D7_1459400
OG0002419	PBANKA_0211600	PF3D7_0727500
OG0002420	PBANKA_0414200	PF3D7_0316400
OG0002421	PBANKA_0819200	PF3D7_0918200
OG0002422	PBANKA_0702300	PF3D7_0828400
OG0002423	PBANKA_0608000	PF3D7_1209600
OG0002424	PBANKA_1440900	PF3D7_1226000
OG0002426	PBANKA_1303300	PF3D7_1439400
OG0002427	PBANKA_1305600	PF3D7_1441700
OG0002428	PBANKA_1454000	PF3D7_1239500
OG0002430	PBANKA_1333200	PF3D7_1470000
OG0002431	PBANKA_0606200	PF3D7_1207700
OG0002432	PBANKA_1412900	PF3D7_1314400
OG0002433	PBANKA_1319900	PF3D7_1456200
OG0002434	PBANKA_1003700	PF3D7_0406000
OG0002435	PBANKA_0104700	PF3D7_0605900
OG0002436	PBANKA_0612300	PF3D7_0410900
OG0002443	PBANKA_0608200	PF3D7_1209800
OG0002444	PBANKA_0303500	PF3D7_0205800
OG0002445	PBANKA_1024800	PF3D7_1417900
OG0002448	PBANKA_1416500	PF3D7_1318000
OG0002450	PBANKA_0927900	PF3D7_1120300
OG0002452	PBANKA_1223500	PF3D7_0807100
OG0002454	PBANKA_0721300	PF3D7_0419200
OG0002455	PBANKA_0415000	PF3D7_0906300
OG0002456	PBANKA_1421800	PF3D7_0715500
OG0002458	PBANKA_1225500	PF3D7_0805100
OG0002459	PBANKA_0416900	PF3D7_0904500
OG0002461	PBANKA_1109700	PF3D7_0510100
OG0002462	PBANKA_1411400	PF3D7_1313000
OG0002464	PBANKA_1201400	PF3D7_1003000
OG0002465	PBANKA_1219200	PF3D7_0708700
OG0002466	PBANKA_1233000	PF3D7_0518200
OG0002467	PBANKA_0916000	PF3D7_1132400
OG0002468	PBANKA_1102700	PF3D7_0503000
OG0002471	PBANKA_1313200	PF3D7_1449500
OG0002472	PBANKA_1108000	PF3D7_0508400
OG0002473	PBANKA_1011300	PF3D7_1433600
OG0002474	PBANKA_0825400	PF3D7_0924500
OG0002475	PBANKA_1013800	PF3D7_1430900
OG0002476	PBANKA_0903700	PF3D7_1145300
OG0002477	PBANKA_1342800	PF3D7_1327600
OG0002478	PBANKA_0413300	PF3D7_0315500
OG0002479	PBANKA_1320400	PF3D7_1456700
OG0002480	PBANKA_1339000	PF3D7_1323800
OG0002481	PBANKA_1127700	PF3D7_0629100
OG0002482	PBANKA_1451300	PF3D7_1236700
OG0002483	PBANKA_1409400	PF3D7_1310900
OG0002484	PBANKA_1450900	PF3D7_1236300
OG0002485	PBANKA_1407300	PF3D7_1308800
OG0002486	PBANKA_0914000	PF3D7_1134400
OG0002487	PBANKA_0814500	PF3D7_0913500
OG0002488	PBANKA_1113600	PF3D7_0513900
OG0002489	PBANKA_0701900	PF3D7_0828800
OG0002490	PBANKA_0106300	PF3D7_0607700
OG0002492	PBANKA_0412300	PF3D7_0314600
OG0002493	PBANKA_1310000	PF3D7_1446300
OG0002494	PBANKA_0108500	PF3D7_0610000
OG0002495	PBANKA_1439700	PF3D7_1224800
OG0002496	PBANKA_0306200	PF3D7_0209100
OG0002497	PBANKA_1328600	PF3D7_1465200
OG0002498	PBANKA_0834600	PF3D7_0933800
OG0002499	PBANKA_1029200	PF3D7_1413500
OG0002500	PBANKA_0834300	PF3D7_0933500
OG0002501	PBANKA_1006000	PF3D7_0408400
OG0002502	PBANKA_1441300	PF3D7_1226500
OG0002503	PBANKA_1015700	PF3D7_1429000
OG0002504	PBANKA_0614300	PF3D7_0716600
OG0002505	PBANKA_0610600	PF3D7_1212100
OG0002506	PBANKA_0821000	PF3D7_0920100
OG0002507	PBANKA_1231400	PF3D7_0516600
OG0002508	PBANKA_0311100	PF3D7_0214200
OG0002509	PBANKA_1121900	PF3D7_0623000
OG0002510	PBANKA_0921400	PF3D7_1127000
OG0002512	PBANKA_1209200	PF3D7_1010800
OG0002513	PBANKA_1334700	PF3D7_1471500
OG0002514	PBANKA_1003400	PF3D7_0405700
OG0002515	PBANKA_1021400	PF3D7_1422000
OG0002516	PBANKA_1316000	PF3D7_1452300
OG0002517	PBANKA_0304600	PF3D7_0207200
OG0002518	PBANKA_0511300	PF3D7_1027200
OG0002519	PBANKA_0819800	PF3D7_0918900
OG0002520	PBANKA_1319100	PF3D7_1455400
OG0002521	PBANKA_1350000	PF3D7_1336100
OG0002522	PBANKA_1204200	PF3D7_1006000
OG0002523	PBANKA_0517700	PF3D7_1033900
OG0002524	PBANKA_0933900	PF3D7_1113700
OG0002525	PBANKA_1442700	PF3D7_1228000
OG0002526	PBANKA_0828600	PF3D7_0927800
OG0002527	PBANKA_1229800	PF3D7_0615100
OG0002528	PBANKA_1038000	PF3D7_1404100
OG0002529	PBANKA_0616500	PF3D7_0719000
OG0002530	PBANKA_1206700	PF3D7_1008500
OG0002531	PBANKA_0523200	PF3D7_0422800
OG0002532	PBANKA_0915200	PF3D7_1133200
OG0002533	PBANKA_1121800	PF3D7_0622900
OG0002534	PBANKA_0404900	PF3D7_0306500
OG0002535	PBANKA_0617300	PF3D7_0719800
OG0002536	PBANKA_0204600	PF3D7_0109000
OG0002537	PBANKA_0510100	PF3D7_1025900
OG0002538	PBANKA_1352300	PF3D7_1338600
OG0002539	PBANKA_0208100	PF3D7_0105200
OG0002540	PBANKA_1009600	PF3D7_1435200
OG0002541	PBANKA_1453100	PF3D7_1238600
OG0002542	PBANKA_1312800	PF3D7_1449100
OG0002544	PBANKA_0705300	PF3D7_0825300
OG0002545	PBANKA_0110000	PF3D7_0611700
OG0002546	PBANKA_0315800	PF3D7_0219400
OG0002547	PBANKA_0620700	PF3D7_0723200
OG0002548	PBANKA_0520000	PF3D7_1037100
OG0002549	PBANKA_1434900	PF3D7_1219700
OG0002550	PBANKA_1005900	PF3D7_0408300
OG0002551	PBANKA_1234100	PF3D7_0519300
OG0002552	PBANKA_1442800	PF3D7_1228100
OG0002555	PBANKA_0601500	PF3D7_1202500
OG0002561	PBANKA_0830700	PF3D7_0930000
OG0002562	PBANKA_1338000	PF3D7_1322800
OG0002563	PBANKA_1207500	PF3D7_1009200
OG0002564	PBANKA_0704800	PF3D7_0825800
OG0002565	PBANKA_0607300	PF3D7_1208800
OG0002566	PBANKA_1102600	PF3D7_0502900
OG0002567	PBANKA_1354700	PF3D7_1341600
OG0002568	PBANKA_1400900	PF3D7_1302400
OG0002569	PBANKA_0715400	PF3D7_0815400
OG0002570	PBANKA_1431300	PF3D7_1215600
OG0002571	PBANKA_1427800	PF3D7_0809600
OG0002572	PBANKA_0809100	PF3D7_0907700
OG0002573	PBANKA_1408500	PF3D7_1310000
OG0002574	PBANKA_1445100	PF3D7_1230400
OG0002575	PBANKA_1342400	PF3D7_1327200
OG0002576	PBANKA_1415300	PF3D7_1316800
OG0002580	PBANKA_1222300	PF3D7_0808400
OG0002581	PBANKA_1235100	PF3D7_0520300
OG0002582	PBANKA_1143900	PF3D7_1368000
OG0002583	PBANKA_0826400	PF3D7_0925600
OG0002584	PBANKA_0716600	PF3D7_0414600
OG0002585	PBANKA_0206000	PF3D7_0107400
OG0002586	PBANKA_0708700	PF3D7_0822100
OG0002587	PBANKA_1344500	PF3D7_1329500
OG0002588	PBANKA_1410800	PF3D7_1312300
OG0002589	PBANKA_0905900	PF3D7_1143100
OG0002590	PBANKA_1225300	PF3D7_0805300
OG0002591	PBANKA_1444300	PF3D7_1229700
OG0002592	PBANKA_0307300	PF3D7_0210400
OG0002593	PBANKA_1221100	PF3D7_0710500
OG0002594	PBANKA_1314500	PF3D7_1450800
OG0002595	PBANKA_0507400	PF3D7_1023200
OG0002596	PBANKA_1404700	PF3D7_1306200
OG0002597	PBANKA_1126700	PF3D7_0628000
OG0002598	PBANKA_1035700	PF3D7_1406500
OG0002599	PBANKA_1101900	PF3D7_0502100
OG0002600	PBANKA_1230200	PF3D7_0615500
OG0002601	PBANKA_1131100	PF3D7_1354500
OG0002603	PBANKA_0703200	PF3D7_0827500
OG0002604	PBANKA_0104000	PF3D7_0605200
OG0002606	PBANKA_1037000	PF3D7_1405200
OG0002608	PBANKA_1412800	PF3D7_1314300
OG0002609	PBANKA_1430900	PF3D7_1215100
OG0002610	PBANKA_0831700	PF3D7_0930900
OG0002611	PBANKA_1135500	PF3D7_1359200
OG0002612	PBANKA_1139500	PF3D7_1363500
OG0002614	PBANKA_1005300	PF3D7_0407700
OG0002615	PBANKA_0814400	PF3D7_0913400
OG0002616	PBANKA_1217900	PF3D7_0320600
OG0002617	PBANKA_0906000	PF3D7_1143000
OG0002618	PBANKA_0803300	PF3D7_0705600
OG0002619	PBANKA_0619800	PF3D7_0722300
OG0002620	PBANKA_1137700	PF3D7_1361700
OG0002621	PBANKA_0708900	PF3D7_0821900
OG0002622	PBANKA_1133500	PF3D7_1357200
OG0002623	PBANKA_1453600	PF3D7_1239100
OG0002624	PBANKA_0414900	PF3D7_0906400
OG0002625	PBANKA_1143400	PF3D7_1367500
OG0002626	PBANKA_1204100	PF3D7_1005900
OG0002627	PBANKA_1224800	PF3D7_0805900
OG0002628	PBANKA_0622400	PF3D7_0724900
OG0002629	PBANKA_0816700	PF3D7_0915700
OG0002630	PBANKA_1036100	PF3D7_1406100
OG0002631	PBANKA_1409100	PF3D7_1310600
OG0002632	PBANKA_0942300	PF3D7_1104600
OG0002633	PBANKA_0823300	PF3D7_0922400
OG0002634	PBANKA_1143100	PF3D7_1367200
OG0002635	PBANKA_0213700	PF3D7_0729600
OG0002636	PBANKA_1203200	PF3D7_1004900
OG0002637	PBANKA_0835500	PF3D7_0934700
OG0002638	PBANKA_1133000	PF3D7_1356700
OG0002639	PBANKA_0908600	PF3D7_1140400
OG0002640	PBANKA_1037700	PF3D7_1404400
OG0002641	PBANKA_0308100	PF3D7_0211300
OG0002642	PBANKA_1337400	PF3D7_1322000
OG0002643	PBANKA_1102900	PF3D7_0503200
OG0002644	PBANKA_0515400	PF3D7_1031600
OG0002645	PBANKA_1406100	PF3D7_1307600
OG0002646	PBANKA_1015000	PF3D7_1429700
OG0002647	PBANKA_0710000	PF3D7_0820800
OG0002648	PBANKA_0602200	PF3D7_1203200
OG0002649	PBANKA_1408300	PF3D7_1309800
OG0002650	PBANKA_0305200	PF3D7_0208100
OG0002651	PBANKA_1221500	PF3D7_0710900
OG0002652	PBANKA_1440000	PF3D7_1225100
OG0002653	PBANKA_1013700	PF3D7_1431000
OG0002654	PBANKA_1461200	PF3D7_1248300
OG0002658	PBANKA_1009500	PF3D7_1435300
OG0002667	PBANKA_1121000	PF3D7_0622100
OG0002669	PBANKA_0516700	PF3D7_1032900
OG0002670	PBANKA_1204900	PF3D7_1006700
OG0002673	PBANKA_0901400	PF3D7_1147700
OG0002674	PBANKA_0616600	PF3D7_0719100
OG0002675	PBANKA_1358100	PF3D7_1345200
OG0002676	PBANKA_0406700	PF3D7_0308500
OG0002678	PBANKA_1038200	PF3D7_1403800
OG0002682	PBANKA_0308400	PF3D7_0211600
OG0002683	PBANKA_1460300	PF3D7_1247300
OG0002685	PBANKA_0502300	PF3D7_1018000
OG0002686	PBANKA_1220900	PF3D7_0710300
OG0002689	PBANKA_0927100	PF3D7_1121200
OG0002690	PBANKA_0400900	PF3D7_0301900
OG0002691	PBANKA_0708100	PF3D7_0822500
OG0002692	PBANKA_0714400	PF3D7_0816400
OG0002693	PBANKA_1315200	PF3D7_1451500
OG0002694	PBANKA_1208800	PF3D7_1010400
OG0002695	PBANKA_0518600	PF3D7_1034800
OG0002696	PBANKA_1460200	PF3D7_1247200
OG0002697	PBANKA_0202100	PF3D7_0111700
OG0002698	PBANKA_1447100	PF3D7_1232400
OG0002699	PBANKA_1338200	PF3D7_1323000
OG0002700	PBANKA_0416800	PF3D7_0904600
OG0002701	PBANKA_0103800	PF3D7_0605000
OG0002702	PBANKA_0835200	PF3D7_0934400
OG0002703	PBANKA_1235000	PF3D7_0520200
OG0002704	PBANKA_1205800	PF3D7_1007600
OG0002705	PBANKA_1205300	PF3D7_1007100
OG0002706	PBANKA_1203000	PF3D7_1004700
OG0002707	PBANKA_0413900	PF3D7_0316100
OG0002708	PBANKA_0106950	PF3D7_0608310
OG0002709	PBANKA_0940800	PF3D7_1106100
OG0002711	PBANKA_0803800	PF3D7_0706200
OG0002713	PBANKA_0913100	PF3D7_1135500
OG0002714	PBANKA_1412100	PF3D7_1313700
OG0002715	PBANKA_1138000	PF3D7_1362000
OG0002718	PBANKA_1324300	PF3D7_1460600
OG0002719	PBANKA_1244500	PF3D7_0530100
OG0002720	PBANKA_1123000	PF3D7_0624100
OG0002721	PBANKA_1026400	PF3D7_1416300
OG0002722	PBANKA_1106200	PF3D7_0506600
OG0002723	PBANKA_1003500	PF3D7_0405800
OG0002724	PBANKA_1140900	PF3D7_1365100
OG0002725	PBANKA_1459800	PF3D7_1246700
OG0002726	PBANKA_1411700	PF3D7_1313300
OG0002727	PBANKA_1438700	PF3D7_1223800
OG0002728	PBANKA_1424500	PF3D7_0813100
OG0002729	PBANKA_1430500	PF3D7_1214700
OG0002730	PBANKA_0826100	PF3D7_0925300
OG0002731	PBANKA_1360300	PF3D7_1347500
OG0002732	PBANKA_1307400	PF3D7_1443500
OG0002733	PBANKA_1108400	PF3D7_0508800
OG0002734	PBANKA_1358400	PF3D7_1345500
OG0002735	PBANKA_1436800	PF3D7_1221600
OG0002736	PBANKA_0706100	PF3D7_0824500
OG0002737	PBANKA_0620400	PF3D7_0722900
OG0002738	PBANKA_1025900	PF3D7_1416800
OG0002739	PBANKA_0931800	PF3D7_1116200
OG0002740	PBANKA_1418400	PF3D7_1320100
OG0002742	PBANKA_1112400	PF3D7_0512700
OG0002743	PBANKA_0104400	PF3D7_0605600
OG0002744	PBANKA_1416600	PF3D7_1318100
OG0002745	PBANKA_1438900	PF3D7_1224000
OG0002746	PBANKA_0932600	PF3D7_1115100
OG0002747	PBANKA_1448200	PF3D7_1233600
OG0002748	PBANKA_0705400	PF3D7_0825200
OG0002749	PBANKA_0610000	PF3D7_1211500
OG0002750	PBANKA_0926800	PF3D7_1121500
OG0002751	PBANKA_1323900	PF3D7_1460200
OG0002752	PBANKA_1423000	PF3D7_0814500
OG0002753	PBANKA_1436900	PF3D7_1221700
OG0002756	PBANKA_0102700	PF3D7_0603900
OG0002762	PBANKA_0933800	PF3D7_1113800
OG0002763	PBANKA_1312000	PF3D7_1448200
OG0002765	PBANKA_1025400	PF3D7_1417300
OG0002766	PBANKA_1307600	PF3D7_1443700
OG0002767	PBANKA_0803400	PF3D7_0705700
OG0002769	PBANKA_1132200	PF3D7_1355900
OG0002770	PBANKA_0620500	PF3D7_0723000
OG0002771	PBANKA_0705200	PF3D7_0825400
OG0002773	PBANKA_1359900	PF3D7_1347000
OG0002774	PBANKA_0509900	PF3D7_1025700
OG0002775	PBANKA_1411800	PF3D7_1313400
OG0002776	PBANKA_1330700	PF3D7_1467400
OG0002777	PBANKA_1136200	PF3D7_1360000
OG0002778	PBANKA_0109500	PF3D7_0611200
OG0002779	PBANKA_1410500	PF3D7_1312000
OG0002781	PBANKA_1238100	PF3D7_0523300
OG0002782	PBANKA_1326300	PF3D7_1462700
OG0002783	PBANKA_1319400	PF3D7_1455700
OG0002784	PBANKA_0303800	PF3D7_0206100
OG0002785	PBANKA_1010800	PF3D7_1434000
OG0002786	PBANKA_0411000	PF3D7_0313300
OG0002787	PBANKA_0413500	PF3D7_0315700
OG0002788	PBANKA_0620300	PF3D7_0722800
OG0002789	PBANKA_0607500	PF3D7_1209000
OG0002790	PBANKA_1235800	PF3D7_0521200
OG0002792	PBANKA_1428300	PF3D7_1212300
OG0002793	PBANKA_0204900	PF3D7_0108600
OG0002794	PBANKA_0306500	PF3D7_0209400
OG0002795	PBANKA_1335100	PF3D7_1471900
OG0002796	PBANKA_1442600	PF3D7_1227900
OG0002797	PBANKA_1422000	PF3D7_0715700
OG0002798	PBANKA_1201500	PF3D7_1003100
OG0002799	PBANKA_1232000	PF3D7_0517200
OG0002800	PBANKA_1438800	PF3D7_1223900
OG0002801	PBANKA_0804800	PF3D7_0707600
OG0002802	PBANKA_0617700	PF3D7_0720200
OG0002803	PBANKA_1328900	PF3D7_1465500
OG0002804	PBANKA_1322500	PF3D7_1458800
OG0002805	PBANKA_1210700	PF3D7_1012300
OG0002806	PBANKA_1444800	PF3D7_1230100
OG0002807	PBANKA_1419200	PF3D7_1320900
OG0002808	PBANKA_1330000	PF3D7_1466600
OG0002809	PBANKA_1238700	PF3D7_0523900
OG0002810	PBANKA_1008300	PF3D7_1436500
OG0002811	PBANKA_0915700	PF3D7_1132700
OG0002812	PBANKA_1119300	PF3D7_0620100
OG0002813	PBANKA_1464700	PF3D7_1251700
OG0002814	PBANKA_1421600	PF3D7_0715300
OG0002815	PBANKA_0516800	PF3D7_1033000
OG0002816	PBANKA_0718600	PF3D7_0416600
OG0002817	PBANKA_1311300	PF3D7_1447500
OG0002818	PBANKA_1404100	PF3D7_1305600
OG0002819	PBANKA_1128600	PF3D7_0629800
OG0002820	PBANKA_1245100	PF3D7_0530700
OG0002823	PBANKA_0926900	PF3D7_1121400
OG0002824	PBANKA_0619400	PF3D7_0721900
OG0002825	PBANKA_1305800	PF3D7_1441900
OG0002826	PBANKA_0612100	PF3D7_1436700
OG0002827	PBANKA_0213300	PF3D7_0729200
OG0002828	PBANKA_1316200	PF3D7_1452500
OG0002829	PBANKA_1106100	PF3D7_0506500
OG0002830	PBANKA_0717600	PF3D7_0415600
OG0002832	PBANKA_1325100	PF3D7_1461400
OG0002833	PBANKA_1116700	PF3D7_0617100
OG0002834	PBANKA_0835000	PF3D7_0934200
OG0002835	PBANKA_1463100	PF3D7_1250200
OG0002836	PBANKA_0811800	PF3D7_0910700
OG0002837	PBANKA_1352800	PF3D7_1339400
OG0002838	PBANKA_1324800	PF3D7_1461100
OG0002839	PBANKA_0404400	PF3D7_0306000
OG0002840	PBANKA_0516500	PF3D7_1032700
OG0002842	PBANKA_1421400	PF3D7_0715100
OG0002845	PBANKA_0601200	PF3D7_1202300
OG0002850	PBANKA_1352700	PF3D7_1339300
OG0002856	PBANKA_1216400	PF3D7_0322100
OG0002857	PBANKA_1343600	PF3D7_1328400
OG0002858	PBANKA_1122000	PF3D7_0623100
OG0002859	PBANKA_0718200	PF3D7_0416200
OG0002861	PBANKA_0711800	PF3D7_0819000
OG0002862	PBANKA_0902500	PF3D7_1146600
OG0002863	PBANKA_1017900	PF3D7_1426700
OG0002865	PBANKA_1025100	PF3D7_1417600
OG0002866	PBANKA_1221000	PF3D7_0710400
OG0002868	PBANKA_1010700	PF3D7_1434100
OG0002869	PBANKA_0835100	PF3D7_0934300
OG0002870	PBANKA_0514700	PF3D7_1030700
OG0002871	PBANKA_1414400	PF3D7_1315900
OG0002872	PBANKA_1327800	PF3D7_1464400
OG0002873	PBANKA_0907800	PF3D7_1141200
OG0002875	PBANKA_0936100	PF3D7_1111500
OG0002876	PBANKA_0212400	PF3D7_0728300
OG0002879	PBANKA_1205200	PF3D7_1007000
OG0002880	PBANKA_0213100	PF3D7_0729000
OG0002881	PBANKA_0418400	PF3D7_0903000
OG0002882	PBANKA_1230500	PF3D7_0615700
OG0002883	PBANKA_1106600	PF3D7_0507000
OG0002884	PBANKA_0214100	PF3D7_0730000
OG0002885	PBANKA_1342900	PF3D7_1327700
OG0002886	PBANKA_1308100	PF3D7_1444200
OG0002887	PBANKA_1237400	PF3D7_0522700
OG0002888	PBANKA_1328400	PF3D7_1465000
OG0002890	PBANKA_1401500	PF3D7_1303000
OG0002891	PBANKA_0924600	PF3D7_1123700
OG0002892	PBANKA_0314400	PF3D7_0217700
OG0002893	PBANKA_1029300	PF3D7_1413400
OG0002894	PBANKA_0622700	PF3D7_0725200
OG0002895	PBANKA_0203500	PF3D7_0110100
OG0002896	PBANKA_0413800	PF3D7_0316000
OG0002897	PBANKA_1347300	PF3D7_1332500
OG0002898	PBANKA_1112700	PF3D7_0513000
OG0002899	PBANKA_1128700	PF3D7_0629900
OG0002900	PBANKA_0827200	PF3D7_0926400
OG0002901	PBANKA_1431000	PF3D7_1215200
OG0002902	PBANKA_1128900	PF3D7_0630100
OG0002903	PBANKA_0913900	PF3D7_1134500
OG0002904	PBANKA_1434000	PF3D7_1218400
OG0002905	PBANKA_0510000	PF3D7_1025800
OG0002906	PBANKA_1336600	PF3D7_1473400
OG0002907	PBANKA_0111700	PF3D7_0613400
OG0002909	PBANKA_0922700	PF3D7_1125600
OG0002910	PBANKA_1214600	PF3D7_1016200
OG0002911	PBANKA_1333600	PF3D7_1470400
OG0002912	PBANKA_0609800	PF3D7_1211300
OG0002913	PBANKA_1018200	PF3D7_1426400
OG0002914	PBANKA_1206200	PF3D7_1008000
OG0002915	PBANKA_1429800	PF3D7_1214000
OG0002916	PBANKA_0934100	PF3D7_1113500
OG0002917	PBANKA_1243800	PF3D7_0529300
OG0002918	PBANKA_1012100	PF3D7_1432800
OG0002921	PBANKA_1023900	PF3D7_1419300
OG0002924	PBANKA_1327200	PF3D7_1463800
OG0002925	PBANKA_0908800	PF3D7_1140200
OG0002941	PBANKA_1226300	PF3D7_0804300
OG0002942	PBANKA_0808800	PF3D7_0907300
